v8::internal::CpuProfile::CpuProfile(v8::internal::CpuProfiler*, unsigned int, char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal10CpuProfileC2EPNS0_11CpuProfilerEjPKcNS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS8_EE	v8::internal::CpuProfile::CpuProfile(v8::internal::CpuProfiler*, unsigned int, char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::CpuProfiler::CollectSample(std::optional<unsigned long long>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11CpuProfiler13CollectSampleESt8optionalIyE	v8::internal::CpuProfiler::CollectSample(std::optional<unsigned long long>)
v8::internal::CpuProfiler::CollectSample(v8::internal::Isolate*, std::optional<unsigned long long>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11CpuProfiler13CollectSampleEPNS0_7IsolateESt8optionalIyE	v8::internal::CpuProfiler::CollectSample(v8::internal::Isolate*, std::optional<unsigned long long>)
v8::internal::CpuProfiler::StartProfiling(char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11CpuProfiler14StartProfilingEPKcNS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS6_EE	v8::internal::CpuProfiler::StartProfiling(char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::CpuProfiler::StartProfiling(v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11CpuProfiler14StartProfilingENS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS4_EE	v8::internal::CpuProfiler::StartProfiling(v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::CpuProfiler::StartProfiling(v8::internal::Tagged<v8::internal::String>, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11CpuProfiler14StartProfilingENS0_6TaggedINS0_6StringEEENS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS7_EE	v8::internal::CpuProfiler::StartProfiling(v8::internal::Tagged<v8::internal::String>, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::CpuProfilesCollection::AddPathToCurrentProfiles(v8::base::TimeTicks, std::vector<v8::internal::CodeEntryAndPosition, std::allocator<v8::internal::CodeEntryAndPosition> > const&, v8::internal::LineAndColumn, bool, v8::base::TimeDelta, v8::StateTag, v8::EmbedderStateTag, unsigned int, unsigned int, std::optional<unsigned long long>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21CpuProfilesCollection24AddPathToCurrentProfilesENS_4base9TimeTicksERKSt6vectorINS0_20CodeEntryAndPositionESaIS5_EENS0_13LineAndColumnEbNS2_9TimeDeltaENS_8StateTagENS_16EmbedderStateTagEjjSt8optionalIyE	v8::internal::CpuProfilesCollection::AddPathToCurrentProfiles(v8::base::TimeTicks, std::vector<v8::internal::CodeEntryAndPosition, std::allocator<v8::internal::CodeEntryAndPosition> > const&, v8::internal::LineAndColumn, bool, v8::base::TimeDelta, v8::StateTag, v8::EmbedderStateTag, unsigned int, unsigned int, std::optional<unsigned long long>)
v8::internal::CpuProfilesCollection::StartProfiling(char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21CpuProfilesCollection14StartProfilingEPKcNS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS6_EE	v8::internal::CpuProfilesCollection::StartProfiling(char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::CpuProfilesCollection::StartProfiling(unsigned int, char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21CpuProfilesCollection14StartProfilingEjPKcNS_19CpuProfilingOptionsESt10unique_ptrINS_24DiscardedSamplesDelegateESt14default_deleteIS6_EE	v8::internal::CpuProfilesCollection::StartProfiling(unsigned int, char const*, v8::CpuProfilingOptions, std::unique_ptr<v8::DiscardedSamplesDelegate, std::default_delete<v8::DiscardedSamplesDelegate> >)
v8::internal::Debug::CheckBreakPointsForLocations(v8::internal::Handle<v8::internal::DebugInfo>, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> >&, bool*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal5Debug28CheckBreakPointsForLocationsENS0_6HandleINS0_9DebugInfoEEERSt6vectorINS0_13BreakLocationESaIS6_EEPb	v8::internal::Debug::CheckBreakPointsForLocations(v8::internal::Handle<v8::internal::DebugInfo>, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> >&, bool*)
v8::internal::Debug::ClearAllDebugInfos(std::function<void (v8::internal::Handle<v8::internal::DebugInfo>)> const&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal5Debug18ClearAllDebugInfosERKSt8functionIFvNS0_6HandleINS0_9DebugInfoEEEEE	v8::internal::Debug::ClearAllDebugInfos(std::function<void (v8::internal::Handle<v8::internal::DebugInfo>)> const&)
v8::internal::Debug::FindSharedFunctionInfosIntersectingRange(v8::internal::Handle<v8::internal::Script>, int, int, std::vector<v8::internal::Handle<v8::internal::SharedFunctionInfo>, std::allocator<v8::internal::Handle<v8::internal::SharedFunctionInfo> > >*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal5Debug40FindSharedFunctionInfosIntersectingRangeENS0_6HandleINS0_6ScriptEEEiiPSt6vectorINS2_INS0_18SharedFunctionInfoEEESaIS7_EE	v8::internal::Debug::FindSharedFunctionInfosIntersectingRange(v8::internal::Handle<v8::internal::Script>, int, int, std::vector<v8::internal::Handle<v8::internal::SharedFunctionInfo>, std::allocator<v8::internal::Handle<v8::internal::SharedFunctionInfo> > >*)
v8::internal::Debug::GetPossibleBreakpoints(v8::internal::Handle<v8::internal::Script>, int, int, bool, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> >*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal5Debug22GetPossibleBreakpointsENS0_6HandleINS0_6ScriptEEEiibPSt6vectorINS0_13BreakLocationESaIS6_EE	v8::internal::Debug::GetPossibleBreakpoints(v8::internal::Handle<v8::internal::Script>, int, int, bool, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> >*)
v8::internal::Debug::IsMutedAtAnyBreakLocation(v8::internal::DirectHandle<v8::internal::SharedFunctionInfo>, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> > const&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal5Debug25IsMutedAtAnyBreakLocationENS0_12DirectHandleINS0_18SharedFunctionInfoEEERKSt6vectorINS0_13BreakLocationESaIS6_EE	v8::internal::Debug::IsMutedAtAnyBreakLocation(v8::internal::DirectHandle<v8::internal::SharedFunctionInfo>, std::vector<v8::internal::BreakLocation, std::allocator<v8::internal::BreakLocation> > const&)
v8::internal::Disassembler::Decode(v8::internal::Isolate*, std::basic_ostream<char, std::char_traits<char> >&, unsigned char*, unsigned char*, v8::internal::CodeReference, unsigned int, unsigned int)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal12Disassembler6DecodeEPNS0_7IsolateERSoPhS5_NS0_13CodeReferenceEjj	v8::internal::Disassembler::Decode(v8::internal::Isolate*, std::basic_ostream<char, std::char_traits<char> >&, unsigned char*, unsigned char*, v8::internal::CodeReference, unsigned int, unsigned int)
v8::internal::EhFrameWriter::WriteEmptyEhFrame(std::basic_ostream<char, std::char_traits<char> >&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal13EhFrameWriter17WriteEmptyEhFrameERSo	v8::internal::EhFrameWriter::WriteEmptyEhFrame(std::basic_ostream<char, std::char_traits<char> >&)
v8::internal::Factory::InitializeJSObjectFromMap(v8::internal::Tagged<v8::internal::Map>, v8::internal::Tagged<v8::internal::JSObject>, std::optional<v8::internal::Tagged<v8::internal::Object> >, v8::internal::NewJSObjectType)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Factory25InitializeJSObjectFromMapENS0_6TaggedINS0_3MapEEENS2_INS0_8JSObjectEEESt8optionalINS2_INS0_6ObjectEEEENS0_15NewJSObjectTypeE	v8::internal::Factory::InitializeJSObjectFromMap(v8::internal::Tagged<v8::internal::Map>, v8::internal::Tagged<v8::internal::JSObject>, std::optional<v8::internal::Tagged<v8::internal::Object> >, v8::internal::NewJSObjectType)
v8::internal::Factory::NewJSArrayBuffer(std::shared_ptr<v8::internal::BackingStore>, v8::internal::AllocationType)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Factory16NewJSArrayBufferESt10shared_ptrINS0_12BackingStoreEENS0_14AllocationTypeE	v8::internal::Factory::NewJSArrayBuffer(std::shared_ptr<v8::internal::BackingStore>, v8::internal::AllocationType)
v8::internal::Factory::NewJSSharedArrayBuffer(std::shared_ptr<v8::internal::BackingStore>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Factory22NewJSSharedArrayBufferESt10shared_ptrINS0_12BackingStoreEE	v8::internal::Factory::NewJSSharedArrayBuffer(std::shared_ptr<v8::internal::BackingStore>)
v8::internal::Factory::NewWasmJSFunctionData(v8::internal::wasm::CanonicalSig const*, v8::internal::DirectHandle<v8::internal::JSReceiver>, v8::internal::DirectHandle<v8::internal::Code>, v8::internal::DirectHandle<v8::internal::Map>, v8::internal::wasm::Suspend, v8::internal::wasm::Promise, std::shared_ptr<v8::internal::wasm::WasmImportWrapperHandle>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Factory21NewWasmJSFunctionDataEPKNS0_4wasm12CanonicalSigENS0_12DirectHandleINS0_10JSReceiverEEENS6_INS0_4CodeEEENS6_INS0_3MapEEENS2_7SuspendENS2_7PromiseESt10shared_ptrINS2_23WasmImportWrapperHandleEE	v8::internal::Factory::NewWasmJSFunctionData(v8::internal::wasm::CanonicalSig const*, v8::internal::DirectHandle<v8::internal::JSReceiver>, v8::internal::DirectHandle<v8::internal::Code>, v8::internal::DirectHandle<v8::internal::Map>, v8::internal::wasm::Suspend, v8::internal::wasm::Promise, std::shared_ptr<v8::internal::wasm::WasmImportWrapperHandle>)
v8::internal::FactoryBase<v8::internal::Factory>::NewStringFromAsciiChecked(std::basic_string_view<char, std::char_traits<char> >, v8::internal::AllocationType)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11FactoryBaseINS0_7FactoryEE25NewStringFromAsciiCheckedESt17basic_string_viewIcSt11char_traitsIcEENS0_14AllocationTypeE	v8::internal::FactoryBase<v8::internal::Factory>::NewStringFromAsciiChecked(std::basic_string_view<char, std::char_traits<char> >, v8::internal::AllocationType)
v8::internal::FactoryBase<v8::internal::LocalFactory>::NewStringFromAsciiChecked(std::basic_string_view<char, std::char_traits<char> >, v8::internal::AllocationType)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal11FactoryBaseINS0_12LocalFactoryEE25NewStringFromAsciiCheckedESt17basic_string_viewIcSt11char_traitsIcEENS0_14AllocationTypeE	v8::internal::FactoryBase<v8::internal::LocalFactory>::NewStringFromAsciiChecked(std::basic_string_view<char, std::char_traits<char> >, v8::internal::AllocationType)
v8::internal::FeedbackNexus::ExtractMapsAndHandlers(v8::internal::MapsAndHandlers*, std::function<v8::internal::MaybeHandle<v8::internal::Map> (v8::internal::Handle<v8::internal::Map>)>) const	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZNK2v88internal13FeedbackNexus22ExtractMapsAndHandlersEPNS0_15MapsAndHandlersESt8functionIFNS0_11MaybeHandleINS0_3MapEEENS0_6HandleIS6_EEEE	v8::internal::FeedbackNexus::ExtractMapsAndHandlers(v8::internal::MapsAndHandlers*, std::function<v8::internal::MaybeHandle<v8::internal::Map> (v8::internal::Handle<v8::internal::Map>)>) const
v8::internal::FieldType::PrintTo(v8::internal::Tagged<v8::internal::FieldType>, std::basic_ostream<char, std::char_traits<char> >&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal9FieldType7PrintToENS0_6TaggedIS1_EERSo	v8::internal::FieldType::PrintTo(v8::internal::Tagged<v8::internal::FieldType>, std::basic_ostream<char, std::char_traits<char> >&)
v8::internal::FlattenRegionsToParts(std::vector<v8::internal::NumberFormatSpan, std::allocator<v8::internal::NumberFormatSpan> >*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21FlattenRegionsToPartsEPSt6vectorINS0_16NumberFormatSpanESaIS2_EE	v8::internal::FlattenRegionsToParts(std::vector<v8::internal::NumberFormatSpan, std::allocator<v8::internal::NumberFormatSpan> >*)
v8::internal::Heap::AllocateExternalBackingStore(std::function<void* (unsigned int)> const&, unsigned int)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal4Heap28AllocateExternalBackingStoreERKSt8functionIFPvjEEj	v8::internal::Heap::AllocateExternalBackingStore(std::function<void* (unsigned int)> const&, unsigned int)
v8::internal::Heap::CreateFillerObjectAt(unsigned int, int, v8::internal::ClearFreedMemoryMode, std::optional<v8::internal::AllocationType>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal4Heap20CreateFillerObjectAtEjiNS0_20ClearFreedMemoryModeESt8optionalINS0_14AllocationTypeEE	v8::internal::Heap::CreateFillerObjectAt(unsigned int, int, v8::internal::ClearFreedMemoryMode, std::optional<v8::internal::AllocationType>)
v8::internal::HeapNumber::HeapNumberShortPrint(std::basic_ostream<char, std::char_traits<char> >&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal10HeapNumber20HeapNumberShortPrintERSo	v8::internal::HeapNumber::HeapNumberShortPrint(std::basic_ostream<char, std::char_traits<char> >&)
v8::internal::ImportedFunctionEntry::SetWasmToWrapper(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSReceiver>, std::shared_ptr<v8::internal::wasm::WasmImportWrapperHandle>, v8::internal::wasm::Suspend, v8::internal::wasm::CanonicalSig const*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21ImportedFunctionEntry16SetWasmToWrapperEPNS0_7IsolateENS0_12DirectHandleINS0_10JSReceiverEEESt10shared_ptrINS0_4wasm23WasmImportWrapperHandleEENS8_7SuspendEPKNS8_12CanonicalSigE	v8::internal::ImportedFunctionEntry::SetWasmToWrapper(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSReceiver>, std::shared_ptr<v8::internal::wasm::WasmImportWrapperHandle>, v8::internal::wasm::Suspend, v8::internal::wasm::CanonicalSig const*)
v8::internal::IncrementalMarking::CppHeapStep(v8::base::TimeDelta, std::optional<unsigned int>, v8::internal::StepOrigin)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal18IncrementalMarking11CppHeapStepENS_4base9TimeDeltaESt8optionalIjENS0_10StepOriginE	v8::internal::IncrementalMarking::CppHeapStep(v8::base::TimeDelta, std::optional<unsigned int>, v8::internal::StepOrigin)
v8::internal::Isolate::AddCrashKeyString(char const*, v8::CrashKeySize, std::basic_string_view<char, std::char_traits<char> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate17AddCrashKeyStringEPKcNS_12CrashKeySizeESt17basic_string_viewIcSt11char_traitsIcEE	v8::internal::Isolate::AddCrashKeyString(char const*, v8::CrashKeySize, std::basic_string_view<char, std::char_traits<char> >)
v8::internal::Isolate::PrintCurrentStackTrace(std::basic_ostream<char, std::char_traits<char> >&, bool (*)(v8::Isolate*, v8::Local<v8::String>))	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate22PrintCurrentStackTraceERSoPFbPNS_7IsolateENS_5LocalINS_6StringEEEE	v8::internal::Isolate::PrintCurrentStackTrace(std::basic_ostream<char, std::char_traits<char> >&, bool (*)(v8::Isolate*, v8::Local<v8::String>))
v8::internal::Isolate::RunReleaseCppHeapCallback(std::unique_ptr<v8::CppHeap, std::default_delete<v8::CppHeap> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate25RunReleaseCppHeapCallbackESt10unique_ptrINS_7CppHeapESt14default_deleteIS3_EE	v8::internal::Isolate::RunReleaseCppHeapCallback(std::unique_ptr<v8::CppHeap, std::default_delete<v8::CppHeap> >)
v8::internal::Isolate::SetAddCrashKeyCallback(void (*)(v8::CrashKeyId, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&))	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate22SetAddCrashKeyCallbackEPFvNS_10CrashKeyIdERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEE	v8::internal::Isolate::SetAddCrashKeyCallback(void (*)(v8::CrashKeyId, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&))
v8::internal::Isolate::SetCodePages(std::vector<v8::MemoryRange, std::allocator<v8::MemoryRange> >*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate12SetCodePagesEPSt6vectorINS_11MemoryRangeESaIS3_EE	v8::internal::Isolate::SetCodePages(std::vector<v8::MemoryRange, std::allocator<v8::MemoryRange> >*)
v8::internal::Isolate::SetCrashKeyString(void*, std::basic_string_view<char, std::char_traits<char> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate17SetCrashKeyStringEPvSt17basic_string_viewIcSt11char_traitsIcEE	v8::internal::Isolate::SetCrashKeyString(void*, std::basic_string_view<char, std::char_traits<char> >)
v8::internal::Isolate::SetCrashKeyStringCallbacks(std::function<void* (char const*, v8::CrashKeySize)>, std::function<void (void*, std::basic_string_view<char, std::char_traits<char> >)>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate26SetCrashKeyStringCallbacksESt8functionIFPvPKcNS_12CrashKeySizeEEES2_IFvS3_St17basic_string_viewIcSt11char_traitsIcEEEE	v8::internal::Isolate::SetCrashKeyStringCallbacks(std::function<void* (char const*, v8::CrashKeySize)>, std::function<void (void*, std::basic_string_view<char, std::char_traits<char> >)>)
v8::internal::Isolate::SetReleaseCppHeapCallback(void (*)(std::unique_ptr<v8::CppHeap, std::default_delete<v8::CppHeap> >))	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate25SetReleaseCppHeapCallbackEPFvSt10unique_ptrINS_7CppHeapESt14default_deleteIS3_EEE	v8::internal::Isolate::SetReleaseCppHeapCallback(void (*)(std::unique_ptr<v8::CppHeap, std::default_delete<v8::CppHeap> >))
v8::internal::Isolate::WalkCallStackAndPromiseTree(v8::internal::MaybeDirectHandle<v8::internal::JSPromise>, std::function<void (v8::internal::Isolate::PromiseHandler)> const&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate27WalkCallStackAndPromiseTreeENS0_17MaybeDirectHandleINS0_9JSPromiseEEERKSt8functionIFvNS1_14PromiseHandlerEEE	v8::internal::Isolate::WalkCallStackAndPromiseTree(v8::internal::MaybeDirectHandle<v8::internal::JSPromise>, std::function<void (v8::internal::Isolate::PromiseHandler)> const&)
v8::internal::Isolate::set_icu_object_in_cache(v8::internal::Isolate::ICUObjectCacheType, v8::internal::DirectHandle<v8::internal::Object>, std::shared_ptr<icu::UMemory>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal7Isolate23set_icu_object_in_cacheENS1_18ICUObjectCacheTypeENS0_12DirectHandleINS0_6ObjectEEESt10shared_ptrIN3icu7UMemoryEE	v8::internal::Isolate::set_icu_object_in_cache(v8::internal::Isolate::ICUObjectCacheType, v8::internal::DirectHandle<v8::internal::Object>, std::shared_ptr<icu::UMemory>)
v8::internal::JSArrayBuffer::CreateExtension(v8::internal::Isolate*, std::shared_ptr<v8::internal::BackingStore>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal13JSArrayBuffer15CreateExtensionEPNS0_7IsolateESt10shared_ptrINS0_12BackingStoreEE	v8::internal::JSArrayBuffer::CreateExtension(v8::internal::Isolate*, std::shared_ptr<v8::internal::BackingStore>)
v8::internal::JSArrayBuffer::Setup(v8::internal::SharedFlag, v8::internal::ResizableFlag, std::shared_ptr<v8::internal::BackingStore>, v8::internal::Isolate*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal13JSArrayBuffer5SetupENS0_10SharedFlagENS0_13ResizableFlagESt10shared_ptrINS0_12BackingStoreEEPNS0_7IsolateE	v8::internal::JSArrayBuffer::Setup(v8::internal::SharedFlag, v8::internal::ResizableFlag, std::shared_ptr<v8::internal::BackingStore>, v8::internal::Isolate*)
v8::internal::JSAtomicsCondition::WaitFor(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsCondition>, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::optional<v8::base::TimeDelta>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal18JSAtomicsCondition7WaitForEPNS0_7IsolateENS0_12DirectHandleIS1_EENS4_INS0_14JSAtomicsMutexEEESt8optionalINS_4base9TimeDeltaEE	v8::internal::JSAtomicsCondition::WaitFor(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsCondition>, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::optional<v8::base::TimeDelta>)
v8::internal::JSAtomicsMutex::LockSlowPath(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::atomic<unsigned int>*, std::optional<v8::base::TimeDelta>)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal14JSAtomicsMutex12LockSlowPathEPNS0_7IsolateENS0_12DirectHandleIS1_EEPSt6atomicIjESt8optionalINS_4base9TimeDeltaEE	v8::internal::JSAtomicsMutex::LockSlowPath(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::atomic<unsigned int>*, std::optional<v8::base::TimeDelta>)
v8::internal::JSAtomicsMutex::MaybeEnqueueNode(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::atomic<unsigned int>*, v8::internal::detail::WaiterQueueNode*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal14JSAtomicsMutex16MaybeEnqueueNodeEPNS0_7IsolateENS0_12DirectHandleIS1_EEPSt6atomicIjEPNS0_6detail15WaiterQueueNodeE	v8::internal::JSAtomicsMutex::MaybeEnqueueNode(v8::internal::Isolate*, v8::internal::DirectHandle<v8::internal::JSAtomicsMutex>, std::atomic<unsigned int>*, v8::internal::detail::WaiterQueueNode*)
v8::internal::JSAtomicsMutex::UnlockSlowPath(v8::internal::Isolate*, std::atomic<unsigned int>*)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal14JSAtomicsMutex14UnlockSlowPathEPNS0_7IsolateEPSt6atomicIjE	v8::internal::JSAtomicsMutex::UnlockSlowPath(v8::internal::Isolate*, std::atomic<unsigned int>*)
v8::internal::JSDateTimeFormat::CanonicalizeTimeZoneID(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal16JSDateTimeFormat22CanonicalizeTimeZoneIDERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE	v8::internal::JSDateTimeFormat::CanonicalizeTimeZoneID(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
v8::internal::JSDispatchTable::PrintCurrentTieringRequest(v8::base::StrongAlias<v8::internal::JSDispatchHandleAliasTag, unsigned int>, v8::internal::Isolate*, std::basic_ostream<char, std::char_traits<char> >&)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal15JSDispatchTable26PrintCurrentTieringRequestENS_4base11StrongAliasINS0_24JSDispatchHandleAliasTagEjEEPNS0_7IsolateERSo	v8::internal::JSDispatchTable::PrintCurrentTieringRequest(v8::base::StrongAlias<v8::internal::JSDispatchHandleAliasTag, unsigned int>, v8::internal::Isolate*, std::basic_ostream<char, std::char_traits<char> >&)
v8::internal::LazyCompileDispatcher::Enqueue(v8::internal::LocalIsolate*, v8::internal::Handle<v8::internal::SharedFunctionInfo>, std::unique_ptr<v8::internal::Utf16CharacterStream, std::default_delete<v8::internal::Utf16CharacterStream> >)	chromium-efl-1.1.144-1.armv7l/usr/share/chromium-efl/lib/libv8.so	_ZN2v88internal21LazyCompileDispatcher7EnqueueEPNS0_12LocalIsolateENS0_6HandleINS0_18SharedFunctionInfoEEESt10unique_ptrINS0_20Utf16CharacterStreamESt14default_deleteIS8_EE	v8::internal::LazyCompileDispatcher::Enqueue(v8::internal::LocalIsolate*, v8::internal::Handle<v8::internal::SharedFunctionInfo>, std::unique_ptr<v8::internal::Utf16CharacterStream, std::default_delete<v8::internal::Utf16CharacterStream> >)
