70	62	base/BUILD.gn	RUST_OFF,TIZEN_GUARD
0	4	base/containers/fixed_flat_map.h	UPSTREAM_API_PORT
4	0	base/containers/to_value_list.h	BRINGUP_STUB
4	4	base/json/json_reader.cc	RUST_OFF
2	2	base/logging.cc	RUST_OFF
13	8	base/test/BUILD.gn	RUST_OFF
2	2	build/config/c++/c++.gni	LIBCXX_DEFAULT,TIZEN_GUARD
2	2	build/config/rust.gni	RUST_OFF,TIZEN_GUARD
20	16	build/rust/rust_target.gni	RUST_OFF
1	2	chrome/BUILD.gn	BUILD_GRAPH_PORT
1	1	chrome/browser/chooser_controller/BUILD.gn	TIZEN_GUARD
2	2	chrome/browser/chrome_browser_interface_binders_webui.cc	TIZEN_GUARD
1	1	chrome/browser/chrome_content_browser_client.cc	UPSTREAM_API_PORT
2	0	chrome/browser/component_updater/pki_metadata_component_installer.cc	UPSTREAM_API_PORT
1	1	chrome/browser/content_settings/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/devtools/devtools_window.cc	TIZEN_GUARD
1	1	chrome/browser/feedback/BUILD.gn	TIZEN_GUARD
3	0	chrome/browser/feedback/system_logs/log_sources/chrome_root_store_log_source.cc	BRINGUP_STUB
1	1	chrome/browser/hid/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/importer/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/metrics/process_memory_metrics_emitter.cc	TIZEN_GUARD
1	1	chrome/browser/navigation_predictor/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/optimization_guide/BUILD.gn	TIZEN_GUARD
2	2	chrome/browser/password_manager/chrome_password_manager_client.cc	TIZEN_GUARD
1	1	chrome/browser/plus_addresses/BUILD.gn	TIZEN_GUARD
2	0	chrome/browser/policy/configuration_policy_handler_list_factory.cc	UPSTREAM_API_PORT
1	1	chrome/browser/prefs/BUILD.gn	TIZEN_GUARD
6	0	chrome/browser/prefs/browser_prefs.cc	BRINGUP_STUB
2	0	chrome/browser/privacy_sandbox/notice/desktop_view_manager_interface.h	UPSTREAM_API_PORT
1	1	chrome/browser/regional_capabilities/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/resources/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/resources/on_device_translation_internals/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/resources/signin/history_sync_optin/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/resources/tts_engine/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/sharing_hub/BUILD.gn	TIZEN_GUARD
4	3	chrome/browser/ui/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/bookmarks/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/device_signals_consent/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/dialogs/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/download/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/global_error/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/global_media_controls/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/hats/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/hid/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/hung_renderer/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/interventions/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/javascript_dialogs/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/login/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/media_router/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/page_info/BUILD.gn	TIZEN_GUARD
3	0	chrome/browser/ui/page_info/chrome_page_info_delegate.cc	BRINGUP_STUB
1	1	chrome/browser/ui/prefs/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/privacy_sandbox/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/qrcode_generator/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/safety_hub/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/search/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/send_tab_to_self/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/shared_highlighting/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/sharing_hub/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/shortcuts/BUILD.gn	TIZEN_GUARD
3	3	chrome/browser/ui/tab_contents/BUILD.gn	TIZEN_GUARD
3	3	chrome/browser/ui/tabs/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/tabs/alert/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/tabs/saved_tab_groups/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/tabs/tab_strip_api/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/toolbar/cast/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/unowned_user_data/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/user_education/BUILD.gn	TIZEN_GUARD
2	0	chrome/browser/ui/views/certificate_selector.cc	BRINGUP_STUB
1	1	chrome/browser/ui/views/download/BUILD.gn	TIZEN_GUARD
2	0	chrome/browser/ui/views/webid/fedcm_account_selection_view_desktop.cc	BRINGUP_STUB
1	1	chrome/browser/ui/webui/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/webui/about/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/webui/accessibility/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/webui/app_management/BUILD.gn	TIZEN_GUARD
1	1	chrome/browser/ui/webui/app_settings/BUILD.gn	TIZEN_GUARD
