2	2	media/gpu/BUILD.gn
3	3	media/media_options.gni
4	1	media/mojo/mojom/BUILD.gn
4	4	media/mojo/mojom/video_frame_mojom_traits.cc
1	1	media/mojo/mojom/video_frame_mojom_traits.h
1	1	media/mojo/services/interface_factory_impl.cc
3	2	net/cert/cert_database.cc
3	2	net/features.gni
3	3	packaging/chromium-efl.spec
3	0	sandbox/policy/mojom/BUILD.gn
5	5	sandbox/policy/mojom/sandbox.mojom
1	1	services/device/usb/BUILD.gn
3	0	services/resource_coordinator/public/mojom/BUILD.gn
4	4	services/resource_coordinator/public/mojom/memory_instrumentation/memory_instrumentation.mojom
23	21	skia/BUILD.gn
4	0	skia/ext/font_utils.cc
1	1	skia/skia.gni
2	0	sql/sandboxed_vfs_file_impl.cc
4	1	third_party/blink/common/BUILD.gn
4	0	third_party/blink/common/chrome_debug_urls.cc
1	1	third_party/blink/common/renderer_preferences/renderer_preferences_mojom_traits.cc
1	1	third_party/blink/public/common/renderer_preferences/renderer_preferences_mojom_traits.h
3	0	third_party/blink/public/platform/web_media_player_client.h
2	2	third_party/blink/renderer/core/html/media/html_media_element.cc
3	3	third_party/blink/renderer/modules/accessibility/ax_node_object.cc
2	2	third_party/blink/renderer/modules/accessibility/ax_object.cc
2	1	third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc
8	0	third_party/blink/renderer/platform/fonts/skia/sktypeface_factory.cc
7	7	third_party/blink/renderer/platform/fonts/web_font_typeface_factory.cc
4	2	third_party/blink/renderer/platform/image-decoders/BUILD.gn
4	2	third_party/blink/renderer/platform/image-decoders/image_decoder.cc
3	0	third_party/blink/renderer/platform/media/web_media_player_impl.cc
9	7	third_party/breakpad/BUILD.gn
2	1	third_party/ffmpeg/ffmpeg_generated.gni
1	1	third_party/ffmpeg/ffmpeg_options.gni
1	1	third_party/pdfium/skia/BUILD.gn
3	1	third_party/pthreadpool/BUILD.gn
4	0	third_party/skia/src/core/SkTypeface.cpp
2	2	third_party/webrtc/webrtc.gni
4	0	tizen_src/build/config/BUILD.gn
2	2	tizen_src/build/gn_chromiumefl.sh
1	1	tizen_src/chromium_impl/chrome/app/chrome_main_tizen.cc
3	3	tizen_src/chromium_impl/content/browser/browser_efl.gni
1	3	tizen_src/chromium_impl/content/browser/input_picker/input_picker_base.h
9	0	tizen_src/chromium_impl/content/browser/media/tizen_renderer_impl.cc
2	2	tizen_src/chromium_impl/content/browser/media/tizen_renderer_impl.h
2	0	tizen_src/chromium_impl/content/browser/renderer_host/media/in_process_video_capture_device_launcher_tizen.h
3	3	tizen_src/chromium_impl/content/renderer/media/cdm/render_cdm_factory.cc
1	0	tizen_src/chromium_impl/content/renderer/media/tizen/media_player_renderer_client.cc
1	1	tizen_src/chromium_impl/media/audio/tizen/audio_manager_capi.cc
1	1	tizen_src/chromium_impl/media/audio/tizen/audio_manager_capi.h
3	3	tizen_src/chromium_impl/media/capture/video/tizen/video_capture_device_tizen.cc
2	0	tizen_src/chromium_impl/media/capture/video/tizen/video_capture_device_tizen.h
5	0	tizen_src/chromium_impl/media/filters/media_player_bridge_capi_factory.cc
5	0	tizen_src/chromium_impl/media/filters/media_player_registry.cc
9	3	tizen_src/chromium_impl/ui/accessibility/platform/ax_platform_node_efl.cc
4	0	tizen_src/chromium_impl/ui/gfx/tbm_buffer_handle.h
3	3	tizen_src/chromium_impl/ui/ozone/platform/efl/efl_window.cc
1	0	tizen_src/chromium_impl/ui/ozone/platform/efl/im_context_efl.cc
3	0	tizen_src/ewk/efl_integration/browser/notification/notification_controller_efl.cc
6	0	tizen_src/ewk/efl_integration/eweb_accessibility_util.cc
5	0	tizen_src/ewk/efl_integration/eweb_view.cc
3	3	tizen_src/ewk/efl_integration/public/ewk_view.cc
3	2	ui/accessibility/BUILD.gn
6	4	ui/accessibility/platform/BUILD.gn
4	3	ui/accessibility/platform/ax_platform_node_auralinux.cc
1	1	ui/base/BUILD.gn
1	1	ui/base/accelerators/global_accelerator_listener/BUILD.gn
1	1	ui/base/accelerators/global_accelerator_listener/global_accelerator_listener_ozone.cc
3	0	ui/gfx/mojom/BUILD.gn
2	2	ui/gfx/mojom/native_handle_types.mojom
1	1	ui/menus/BUILD.gn
3	0	ui/views/accessibility/tree/browser_views_ax_manager.h
1	1	ui/views/views_delegate.cc
1	1	ui/webui/resources/BUILD.gn
4	0	ui/webui/resources/cr_components/certificate_manager/BUILD.gn
1	1	ui/webui/resources/cr_components/certificate_manager/certificate_manager_v2.mojom
3	2	v8/BUILD.gn
2	1	v8/gni/v8.gni
0	2	wrt/BUILD.gn
